,id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,seller_zip_code_prefix,seller_city,seller_state
93687,b9754f9e21b6e6960b37594d4387fb1c,perfumaria,35.0,796.0,1.0,450.0,30.0,13.0,23.0,0904fb2c91a18099a0b7315f1ac9501b,1,b9754f9e21b6e6960b37594d4387fb1c,681fce914360217db47784ae28905a96,2018-02-21 03:27:02,385.0,21.23,83709,araucaria,PR
93688,b9754f9e21b6e6960b37594d4387fb1c,perfumaria,35.0,796.0,1.0,450.0,30.0,13.0,23.0,30a897c2be083ba0f419c5b2cc9ca368,1,b9754f9e21b6e6960b37594d4387fb1c,681fce914360217db47784ae28905a96,2018-05-22 17:31:39,385.0,26.33,83709,araucaria,PR
93689,b9754f9e21b6e6960b37594d4387fb1c,perfumaria,35.0,796.0,1.0,450.0,30.0,13.0,23.0,b03b6e2a421f511cd9f94627ba9910ed,1,b9754f9e21b6e6960b37594d4387fb1c,681fce914360217db47784ae28905a96,2017-10-26 11:26:44,385.0,21.23,83709,araucaria,PR
93690,b9754f9e21b6e6960b37594d4387fb1c,perfumaria,35.0,796.0,1.0,450.0,30.0,13.0,23.0,df65475c6013cd0563e8c2fd9245c378,1,b9754f9e21b6e6960b37594d4387fb1c,681fce914360217db47784ae28905a96,2018-05-04 13:11:08,385.0,18.66,83709,araucaria,PR
93691,b9754f9e21b6e6960b37594d4387fb1c,perfumaria,35.0,796.0,1.0,450.0,30.0,13.0,23.0,e1bf61ad2edc26abb98c7d7f4a8dc47c,1,b9754f9e21b6e6960b37594d4387fb1c,681fce914360217db47784ae28905a96,2018-04-26 19:30:56,385.0,22.74,83709,araucaria,PR
96480,0667b4afff64a57f01669f9af9ce685e,perfumaria,41.0,446.0,2.0,450.0,16.0,11.0,11.0,510489aaadbd8f7064bc8f433b222de9,1,0667b4afff64a57f01669f9af9ce685e,2379bdc3888025689a9deb7b141507d5,2018-07-18 17:58:02,329.9,10.82,13806,mogi mirim,SP
97115,f992bc38a69c993979545475f05ba50f,perfumaria,31.0,1097.0,2.0,308.0,22.0,17.0,20.0,d7db188906a24b4ae6a02dc37693752c,1,f992bc38a69c993979545475f05ba50f,fa74b2f3287d296e9fbd2cc80f2d1cf1,2017-12-22 02:50:38,448.89,14.64,19023,presidente prudente,SP
98898,cf92691b3ee30045224020f9ae5ae42c,perfumaria,51.0,632.0,2.0,467.0,18.0,12.0,18.0,eca3ad869826b027ef93cf88ec6c0e44,1,cf92691b3ee30045224020f9ae5ae42c,a7c88262832dfc683781d6a421edefae,2017-03-17 17:02:01,309.0,13.55,8710,mogi das cruzes,SP
98900,928b6bf553c3a7af6fa44cf124f26108,perfumaria,52.0,736.0,1.0,600.0,19.0,7.0,13.0,1c069d0c943c51535943d8675bd57fdf,1,928b6bf553c3a7af6fa44cf124f26108,a7c88262832dfc683781d6a421edefae,2018-02-18 22:08:25,409.0,17.62,8710,mogi das cruzes,SP
104389,0f9d4a8cb14c962e53120a6f7a3a215a,perfumaria,41.0,230.0,2.0,600.0,20.0,20.0,20.0,e67d0ebb97f45f8b1236cdefef81e212,1,0f9d4a8cb14c962e53120a6f7a3a215a,2305ab43e846518f58dd9d59f3f54e96,2018-05-09 23:10:30,319.99,17.12,8452,sao paulo,SP
104390,e106c818f2f2e0a830fa2bc5c09076d7,perfumaria,33.0,561.0,1.0,381.0,19.0,13.0,15.0,825318ce17c91088b4b6a3ece5aa5222,1,e106c818f2f2e0a830fa2bc5c09076d7,2305ab43e846518f58dd9d59f3f54e96,2018-06-26 15:01:55,329.9,17.41,8452,sao paulo,SP
108081,50847e645fcb3d38dee50e39e4c68c22,perfumaria,55.0,591.0,3.0,16050.0,70.0,102.0,12.0,6fe3414012f04c290481f594b854e6e1,1,50847e645fcb3d38dee50e39e4c68c22,b566ab0ef88016e00422755e305103c6,2018-05-13 23:12:40,648.0,53.66,37640,extrema,MG
